level,name,mean,std,min,max,num_trials,hardware,device,source_file
level1,7_Matmul_with_small_K_dimension_.py,0.778,0.0379,0.74,1.01,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,8_Matmul_with_irregular_shapes_.py,4.92,0.123,4.73,5.32,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,9_Tall_skinny_matrix_multiplication_.py,0.756,0.0338,0.732,1.04,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,10_3D_tensor_matrix_multiplication.py,0.954,0.0364,0.937,1.3,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,11_4D_tensor_matrix_multiplication.py,18.1,0.845,15.1,19.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,12_Matmul_with_diagonal_matrices_.py,2.05,0.057,2.02,2.38,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,13_Matmul_for_symmetric_matrices.py,2.31,0.0949,2.23,2.72,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,14_Matmul_for_upper_triangular_matrices.py,2.11,0.075,2.07,2.49,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,15_Matmul_for_lower_triangular_matrices.py,2.09,0.0442,2.06,2.41,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,16_Matmul_with_transposed_A.py,0.412,0.057,0.385,0.818,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,17_Matmul_with_transposed_B.py,0.455,0.00709,0.434,0.479,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,18_Matmul_with_transposed_both.py,0.407,0.0265,0.395,0.66,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,19_ReLU.py,0.0374,0.0152,0.0233,0.0967,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,20_LeakyReLU.py,0.0394,0.0167,0.0237,0.122,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,21_Sigmoid.py,0.0381,0.0158,0.00493,0.093,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,22_Tanh.py,0.0472,0.0348,0.00448,0.278,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,23_Softmax.py,0.0919,0.0179,0.0693,0.172,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,24_LogSoftmax.py,0.0932,0.0228,0.0666,0.215,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,25_Swish.py,0.0413,0.0162,0.011,0.115,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,26_GELU_.py,0.0469,0.0249,0.0238,0.196,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,27_SELU_.py,0.0393,0.0172,0.0223,0.109,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,28_HardSigmoid.py,0.0413,0.0121,0.0154,0.0808,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,29_Softplus.py,0.0441,0.0191,0.0247,0.123,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,30_Softsign.py,0.0419,0.0158,0.0152,0.105,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,31_ELU.py,0.0832,0.0177,0.0609,0.169,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,32_HardTanh.py,0.0594,0.0241,0.0245,0.128,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,33_BatchNorm.py,0.943,0.227,0.601,1.32,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,34_InstanceNorm.py,0.598,0.0284,0.579,0.825,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,35_GroupNorm_.py,0.915,0.247,0.593,1.54,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,36_RMSNorm_.py,0.582,0.0225,0.554,0.709,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,37_FrobeniusNorm_.py,0.59,0.033,0.539,0.729,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,38_L1Norm_.py,0.116,0.0771,0.0785,0.564,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,39_L2Norm_.py,0.0736,0.0182,0.0526,0.171,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,40_LayerNorm.py,1.06,0.352,0.802,1.85,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,41_Max_Pooling_1D.py,0.056,0.0165,0.0372,0.114,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,42_Max_Pooling_2D.py,0.0549,0.019,0.0265,0.16,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,43_Max_Pooling_3D.py,0.477,0.00961,0.459,0.531,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,44_Average_Pooling_1D.py,0.074,0.0294,0.042,0.308,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,45_Average_Pooling_2D.py,0.411,0.0178,0.387,0.555,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,46_Average_Pooling_3D.py,0.501,0.0372,0.475,0.812,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,47_Sum_reduction_over_a_dimension.py,0.0867,0.0201,0.0637,0.175,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,48_Mean_reduction_over_a_dimension.py,0.108,0.0217,0.0846,0.209,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,49_Max_reduction_over_a_dimension.py,0.0901,0.0308,0.0596,0.301,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,50_Product_reduction_over_a_dimension.py,0.0911,0.0233,0.0684,0.186,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,51_Argmax_over_a_dimension.py,0.0676,0.0182,0.0459,0.136,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,52_Argmin_over_a_dimension.py,0.0689,0.0226,0.0492,0.177,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,53_Min_reduction_over_a_dimension.py,0.0866,0.0213,0.0603,0.158,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,54_conv_standard_3D__square_input__square_kernel.py,3.33,0.877,2.31,4.5,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,55_conv_standard_2D__asymmetric_input__square_kernel.py,0.292,0.0199,0.272,0.447,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,56_conv_standard_2D__asymmetric_input__asymmetric_kernel.py,0.294,0.0436,0.258,0.624,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,57_conv_transposed_2D__square_input__square_kernel.py,0.342,0.0348,0.238,0.571,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,58_conv_transposed_3D__asymmetric_input__asymmetric_kernel.py,7.26,0.115,7.17,7.82,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,59_conv_standard_3D__asymmetric_input__square_kernel.py,6.14,0.128,6.02,6.75,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,60_conv_standard_3D__square_input__asymmetric_kernel.py,3.57,0.165,3.37,4.34,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,61_conv_transposed_3D__square_input__square_kernel.py,0.498,0.0583,0.463,0.91,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,62_conv_standard_2D__square_input__asymmetric_kernel.py,0.475,0.0365,0.453,0.778,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,63_conv_standard_2D__square_input__square_kernel.py,0.476,0.0249,0.458,0.703,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,64_conv_transposed_1D.py,0.117,0.0219,0.0783,0.217,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,65_conv_transposed_2D__square_input__asymmetric_kernel.py,0.409,0.0434,0.377,0.735,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,66_conv_standard_3D__asymmetric_input__asymmetric_kernel.py,13.6,0.209,13.3,14.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,67_conv_standard_1D.py,0.0931,0.0192,0.0686,0.166,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,68_conv_transposed_3D__square_input__asymmetric_kernel.py,28.8,0.715,28.3,31.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,69_conv_transposed_2D__asymmetric_input__asymmetric_kernel.py,0.114,0.0187,0.091,0.191,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,70_conv_transposed_3D__asymmetric_input__square_kernel.py,1.78,0.0542,1.76,2.12,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,71_conv_transposed_2D__asymmetric_input__square_kernel.py,0.608,0.0269,0.581,0.801,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,72_conv_transposed_3D_asymmetric_input_asymmetric_kernel___strided_padded_grouped_.py,25.2,0.182,25.0,25.8,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,73_conv_transposed_3D_asymmetric_input_square_kernel__strided_padded__grouped.py,4.23,0.0541,4.19,4.55,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,74_conv_transposed_1D_dilated.py,0.145,0.0149,0.113,0.2,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,75_conv_transposed_2D_asymmetric_input_asymmetric_kernel_strided__grouped____padded____dilated__.py,6.4,0.0965,6.33,6.78,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,76_conv_standard_1D_dilated_strided__.py,0.0901,0.0184,0.0615,0.162,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,77_conv_transposed_3D_square_input_square_kernel___padded____dilated____strided__.py,5.47,0.109,5.39,5.99,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,78_conv_transposed_2D_asymmetric_input_asymmetric_kernel___padded__.py,0.714,0.0312,0.692,0.989,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,79_conv_transposed_1D_asymmetric_input_square_kernel___padded____strided____dilated__.py,0.104,0.029,0.0796,0.306,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,80_conv_standard_2D_square_input_asymmetric_kernel___dilated____padded__.py,0.474,0.0137,0.459,0.574,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,81_conv_transposed_2D_asymmetric_input_square_kernel___dilated____padded____strided__.py,2.02,0.0376,2.0,2.28,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,82_conv_depthwise_2D_square_input_square_kernel.py,0.091,0.0216,0.0716,0.214,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,83_conv_depthwise_2D_square_input_asymmetric_kernel.py,0.0976,0.0182,0.0773,0.228,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,84_conv_depthwise_2D_asymmetric_input_square_kernel.py,0.0766,0.0158,0.0604,0.157,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,85_conv_depthwise_2D_asymmetric_input_asymmetric_kernel.py,0.113,0.0428,0.0834,0.285,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,86_conv_depthwise_separable_2D.py,0.412,0.0296,0.388,0.684,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,87_conv_pointwise_2D.py,0.288,0.0374,0.263,0.621,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,88_MinGPTNewGelu.py,0.0391,0.0141,0.0134,0.0974,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,89_cumsum.py,0.0612,0.0372,0.0388,0.386,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,90_cumprod.py,0.0761,0.0288,0.0481,0.218,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,91_cumsum_reverse.py,0.089,0.0391,0.0627,0.387,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,92_cumsum_exclusive.py,0.0631,0.0282,0.0419,0.268,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,93_masked_cumsum.py,0.0417,0.0151,0.0259,0.0993,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,94_MSELoss.py,0.0722,0.029,0.0379,0.238,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,95_CrossEntropyLoss.py,0.0841,0.0225,0.0591,0.23,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,96_HuberLoss.py,0.0821,0.0208,0.0593,0.166,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,97_CosineSimilarityLoss.py,0.102,0.034,0.064,0.295,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,98_KLDivLoss.py,0.0868,0.0287,0.0572,0.21,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,99_TripletMarginLoss.py,0.088,0.156,0.0382,1.53,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level1,100_HingeLoss.py,0.189,0.073,0.0352,0.348,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,1_Conv2D_ReLU_BiasAdd.py,0.118,0.0212,0.0666,0.182,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py,0.25,0.0146,0.164,0.307,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,3_ConvTranspose3d_Sum_LayerNorm_AvgPool_GELU.py,49.5,0.242,49.0,50.0,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,4_Conv2d_Mish_Mish.py,0.142,0.064,0.0948,0.642,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,5_ConvTranspose2d_Subtract_Tanh.py,0.165,0.0129,0.149,0.204,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,6_Conv3d_Softmax_MaxPool_MaxPool.py,0.785,0.0264,0.767,0.993,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py,0.616,0.0448,0.587,0.919,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py,0.726,0.0313,0.708,1.02,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,9_Matmul_Subtract_Multiply_ReLU.py,0.126,0.0195,0.095,0.187,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,10_ConvTranspose2d_MaxPool_Hardtanh_Mean_Tanh.py,0.249,0.0273,0.213,0.41,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,11_ConvTranspose2d_BatchNorm_Tanh_MaxPool_GroupNorm.py,0.95,0.0338,0.835,1.15,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,12_Gemm_Multiply_LeakyReLU.py,0.122,0.0187,0.0979,0.23,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py,3.26,0.0653,3.2,3.58,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,14_Gemm_Divide_Sum_Scaling.py,0.116,0.0156,0.0928,0.177,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,15_ConvTranspose3d_BatchNorm_Subtract.py,3.69,0.0728,3.65,4.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py,0.245,0.0309,0.207,0.486,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,17_Conv2d_InstanceNorm_Divide.py,0.173,0.0282,0.115,0.258,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py,0.142,0.0469,0.112,0.524,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,19_ConvTranspose2d_GELU_GroupNorm.py,0.904,0.182,0.764,1.57,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py,5.91,0.102,5.82,6.39,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,21_Conv2d_Add_Scale_Sigmoid_GroupNorm.py,0.154,0.0315,0.129,0.396,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py,0.118,0.0196,0.0962,0.191,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,23_Conv3d_GroupNorm_Mean.py,0.734,0.0499,0.708,1.11,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,24_Conv3d_Min_Softmax.py,0.545,0.0348,0.522,0.801,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,25_Conv2d_Min_Tanh_Tanh.py,0.148,0.0183,0.115,0.215,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,26_ConvTranspose3d_Add_HardSwish.py,12.2,0.343,12.0,15.3,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,27_Conv3d_HardSwish_ReLU_Softmax_Mean.py,0.668,0.21,0.585,2.49,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py,0.328,0.0259,0.294,0.444,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,29_Matmul_Mish_Mish.py,0.117,0.0227,0.0729,0.254,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,30_Gemm_GroupNorm_Hardtanh.py,0.146,0.0192,0.121,0.226,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,31_Conv2d_Min_Add_Multiply.py,0.12,0.0323,0.0889,0.353,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,32_Conv2d_Scaling_Min.py,0.133,0.0261,0.0926,0.267,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,33_Gemm_Scale_BatchNorm.py,0.17,0.0334,0.128,0.271,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,34_ConvTranspose3d_LayerNorm_GELU_Scaling.py,94.0,0.292,93.5,94.7,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py,0.17,0.0433,0.138,0.469,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,36_ConvTranspose2d_Min_Sum_GELU_Add.py,0.265,0.01,0.25,0.3,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,37_Matmul_Swish_Sum_GroupNorm.py,0.14,0.019,0.11,0.22,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py,3.05,0.0717,2.98,3.39,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,39_Gemm_Scale_BatchNorm.py,0.184,0.0542,0.133,0.489,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,40_Matmul_Scaling_ResidualAdd.py,0.118,0.0176,0.0855,0.175,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,41_Gemm_BatchNorm_GELU_GroupNorm_Mean_ReLU.py,0.189,0.0231,0.157,0.272,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py,0.151,0.0305,0.125,0.391,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,43_Conv3d_Max_LogSumExp_ReLU.py,1.1,0.0462,1.07,1.51,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py,0.266,0.0143,0.248,0.353,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,45_Gemm_Sigmoid_Sum_LogSumExp.py,0.141,0.0444,0.111,0.524,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py,0.137,0.0164,0.115,0.214,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,47_Conv3d_Mish_Tanh.py,0.158,0.035,0.132,0.467,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py,0.613,0.0451,0.589,0.906,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,49_ConvTranspose3d_Softmax_Sigmoid.py,6.21,0.0847,6.15,6.54,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,50_ConvTranspose3d_Scaling_AvgPool_BiasAdd_Scaling.py,12.3,0.316,12.0,13.3,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py,0.152,0.0243,0.125,0.252,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,52_Conv2d_Activation_BatchNorm.py,0.178,0.0225,0.149,0.282,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,53_Gemm_Scaling_Hardtanh_GELU.py,0.154,0.027,0.109,0.269,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,54_Conv2d_Multiply_LeakyReLU_GELU.py,0.147,0.0328,0.122,0.34,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,55_Matmul_MaxPool_Sum_Scale.py,0.176,0.078,0.117,0.707,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,56_Matmul_Sigmoid_Sum.py,0.18,0.0204,0.157,0.257,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,57_Conv2d_ReLU_HardSwish.py,0.118,0.0228,0.09,0.217,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp_Max.py,11.1,0.268,10.8,11.6,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,59_Matmul_Swish_Scaling.py,0.146,0.0391,0.107,0.33,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,60_ConvTranspose3d_Swish_GroupNorm_HardSwish.py,14.0,0.337,13.6,15.1,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,61_ConvTranspose3d_ReLU_GroupNorm.py,0.45,0.0357,0.419,0.697,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,62_Matmul_GroupNorm_LeakyReLU_Sum.py,0.177,0.019,0.147,0.254,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,63_Gemm_ReLU_Divide.py,0.127,0.0293,0.101,0.32,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
level2,64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py,0.126,0.0163,0.104,0.167,100,NVIDIA GeForce RTX 5090,cuda:0,baseline_time_torch_compile_inductor_default.json
